Data,Preço,Mudou,Alerta
25/03/2026 18:27,20.79,False,False
25/03/2026 18:29,19.79,True,True
25/03/2026 18:52,19.79,False,False
25/03/2026 18:54,19.79,False,False
25/03/2026 19:02,19.79,False,False
25/03/2026 19:03,19.79,False,False
25/03/2026 19:05,19.79,False,False
25/03/2026 19:07,19.79,False,False
